Timestamp;C1;C2;C3
2017-11-05 13:37:34;0,1011991198;0,4766171544;0,8710178677
2017-11-06 13:37:34;0,0994543063;0,835279203;0,5027661952
2017-11-07 13:37:34;0,5390439995;0,6669164386;0,214459243
2017-11-08 13:37:34;0,4302489003;0,0161936665;0,3082652711
2017-11-09 13:37:34;0,5916849531;0,3900594506;0,7935494974
2017-11-10 13:37:34;0,4122953143;0,2048204558;0,8897973173
2017-11-11 13:37:34;0,8300811478;0,3217571531;0,2792181321
2017-11-12 13:37:34;0,211813445;0,4458468801;0,7214759705
2017-11-13 13:37:34;0,1947296362;0,7529830898;0,6579744655
2017-11-14 13:37:34;0,2616932455;0,0626010089;0,0311150714
2017-11-15 13:37:34;0,5848315854;0,110859575;0,8906024289
2017-11-16 13:37:34;0,5102008486;0,9598074155;0,3877912303
2017-11-17 13:37:34;0,6717742581;0,8954566708;0,4406808775
2017-11-18 13:37:34;0,8827139081;0,0040838532;0,1114536619
2017-11-19 13:37:34;0,3075404998;0,3804468445;0,2767107324
2017-11-20 13:37:34;0,6908030231;0,7546695336;0,807324982
2017-11-21 13:37:34;0,8576410862;0,8558643756;0,6904097202
2017-11-22 13:37:34;0,4039096772;0,8963317892;0,8018204621
2017-11-23 13:37:34;0,154467975;0,1298027653;0,5902634417
2017-11-24 13:37:34;0,5885790896;0,9228230629;0,986862913
2017-11-25 13:37:34;0,8468108119;0,3727747954;0,2906891753
2017-11-26 13:37:34;0,5189323144;0,9445877306;0,509028269
2017-11-27 13:37:34;0,3575463011;0,3940163194;0,4158079098
2017-11-28 13:37:34;0,3278673859;0,0755121792;0,9157796281
2017-11-29 13:37:34;0,0138067817;0,7466563659;0,9083562572
2017-11-30 13:37:34;0,031514352;0,3247899495;0,9195804747
2017-12-01 13:37:34;0,3129148015;0,4179247087;0,9098488337
2017-12-02 13:37:34;0,0063122846;0,9459913147;0,0960492836
2017-12-03 13:37:34;0,4556209806;0,3584376429;0,7699818814
2017-12-04 13:37:34;0,3586519337;0,8622295214;0,6169089205
2017-12-05 13:37:34;0,682996437;0,8807930851;0,4329508853
2017-12-06 13:37:34;0,8187886199;0,047749385;0,3568088852
2017-12-07 13:37:34;0,3994498339;0,6772434909;0,5122535988
2017-12-08 13:37:34;0,190338152;0,8695270685;0,0136174075
2017-12-09 13:37:34;0,0974133199;0,6414788561;0,4187852954
2017-12-10 13:37:34;0,7057105438;0,0403307755;0,5758887646
2017-12-11 13:37:34;0,464083185;0,1114682895;0,8016801612
2017-12-12 13:37:34;0,1988980207;0,2347443223;0,7519973996
2017-12-13 13:37:34;0,5706374443;0,7349968581;0,6034428144
2017-12-14 13:37:34;0,0816968908;0,0277720338;0,0292947772
2017-12-15 13:37:34;0,9164447477;0,0669215031;0,8529222489
2017-12-16 13:37:34;0,9986041274;0,9942999254;0,1662009445
2017-12-17 13:37:34;0,9289659029;0,3695415293;0,4817226485
2017-12-18 13:37:34;0,9058956136;0,1613525203;0,7052931695
2017-12-19 13:37:34;0,145771153;0,9539196724;0,9803501524
2017-12-20 13:37:34;0,9505998283;0,7071319842;0,2884953823
2017-12-21 13:37:34;0,1378065946;0,313614971;0,0539047304
2017-12-22 13:37:34;0,9492155071;0,8854744921;0,0393991712
2017-12-23 13:37:34;0,1906607426;0,3428101656;0,6988416072
2017-12-24 13:37:34;0,3380765263;0,2698613303;0,8199040787
2017-12-25 13:37:34;0,3261853196;0,1918065427;0,4849116665
2017-12-26 13:37:34;0,2283473869;0,2652905942;0,8143741614
2017-12-27 13:37:34;0,7096929841;0,1965065897;0,7765508839
2017-12-28 13:37:34;0,1357482255;0,6327734881;0,7020784717
2017-12-29 13:37:34;0,7413510135;0,7811465929;0,3404790286
2017-12-30 13:37:34;0,4230620295;0,0364562839;0,5509430456
2017-12-31 13:37:34;0,0741826338;0,963545755;0,4999080466
2018-01-01 13:37:34;0,4451733313;0,3636113093;0,9765795651
2018-01-02 13:37:34;0,6637776913;0,8330442219;0,1564402732
2018-01-03 13:37:34;0,1057492315;0,0488849818;0,4194551723
2018-01-04 13:37:34;0,8448432861;0,8318824091;0,9350816205
2018-01-05 13:37:34;0,0882764631;0,0184628551;0,1447899041
2018-01-06 13:37:34;0,0907754258;0,0463930701;0,5258428226
2018-01-07 13:37:34;0,0404267628;0,3091198744;0,3233690821
2018-01-08 13:37:34;0,5898876193;0,6074963356;0,3917768516
2018-01-09 13:37:34;0,8716667758;0,1765649759;0,8445296201
2018-01-10 13:37:34;0,0366104317;0,1644430947;0,315854748
2018-01-11 13:37:34;0,9943143029;0,625136948;0,2721534909
2018-01-12 13:37:34;0,7551270297;0,1179734366;0,2668021759
2018-01-13 13:37:34;0,8753806469;0,1592394249;0,9123649206
2018-01-14 13:37:34;0,2309432288;0,8326706027;0,7057599446
2018-01-15 13:37:34;0,8513363274;0,7582335505;0,6378801959
2018-01-16 13:37:34;0,139457653;0,9546783357;0,4215938346
2018-01-17 13:37:34;0,0003763905;0,4813277994;0,1432208032
2018-01-18 13:37:34;0,2883090898;0,7919238959;0,7914340426
2018-01-19 13:37:34;0,8822710218;0,8813216556;0,3408355128
2018-01-20 13:37:34;0,4165747501;0,5081497105;0,8013141572
2018-01-21 13:37:34;0,1271971578;0,1478289361;0,0251462224
2018-01-22 13:37:34;0,7040265836;0,3312746107;0,8776142511
2018-01-23 13:37:34;0,1071687089;0,5034912201;0,6830838087
2018-01-24 13:37:34;0,3477387335;0,6171253445;0,7000694836
2018-01-25 13:37:34;0,9987112926;0,3328368454;0,4236718323
2018-01-26 13:37:34;0,2392196376;0,6017981879;0,5463095973
2018-01-27 13:37:34;0,7148941804;0,681991227;0,2577292009
2018-01-28 13:37:34;0,0424627024;0,7071270952;0,8449603198
2018-01-29 13:37:34;0,1499301821;0,9952084208;0,1185871081
2018-01-30 13:37:34;0,3311329938;0,4160808986;0,2602368782
2018-01-31 13:37:34;0,5111080108;0,395558422;0,296031472
2018-02-01 13:37:34;0,9156952139;0,9636246515;0,5089484311
2018-02-02 13:37:34;0,7000131714;0,2260029698;0,1890230565
